tweetID,tweetText,tweetRetweetCt,tweetFavoriteCt,tweetSource,tweetCreated,userID,userScreen,userName,userCreateDt,userDesc,userFollowerCt,userFriendsCt,userLocation,userTimezone,Coordinates,GeoEnabled,Language,TweetPlace
1563337932702105601,"b'\xc2\xa1Muy pronto los museos de zona 13 contar\xc3\xa1n con m\xc3\xa1s de 110 parqueos! El Gobierno del Presidente, @DrGiammattei, pres\xe2\x80\xa6 https://t.co/0RbYH6f28q'",0,0,Twitter for Android,2022-08-27 01:29:43+00:00,726313723,McdGuate,Ministerio de Cultura y Deportes,2012-07-30 15:48:41+00:00,"Institución gubernamental moderna, eficiente y eficaz, rectora del desarrollo cultural del país y contribuye con el fomento del deporte y la recreación.",41968,327,Guatemala,,,True,,null
1563337891979620352,b'Guatemala perdi\xc3\xb3 comunicaci\xc3\xb3n con Rusia por contrato de compra de vacunas - La Red https://t.co/PumCeFBUeR',0,0,Echobox,2022-08-27 01:29:33+00:00,349270821,Lared1061,La Red,2011-08-05 20:57:00+00:00,"Twitter oficial de La Red 106.1 Conectados con Voz. Parte de Radio Corporación Nacional (RCN). Escucha en línea: https://t.co/uTQ9hF7ybc
WhatsApp (502) 585810",144639,258,Guatemala,,,False,,null
1563337808412315648,b'Alianza oficialista ha tenido que retroceder en seis leyes priorizadas en su agenda https://t.co/taikgR8Zb1',0,0,Twitter Web App,2022-08-27 01:29:13+00:00,202797356,ciidh,CiiDH,2010-10-14 21:06:18+00:00,"Asociación Civil por la defensa y promoción de los DDHH, comprometida con la Democracia, el Estado de Derecho y la Lucha contra la Corrupción e Impunidad...",3136,1143,Guatemala,,,True,,null
1563337481327906816,"b'Giammattei ofrece ""incremento sustancial"" a las municipalidades en el Presupuesto 2023 https://t.co/3VmTmj2fre https://t.co/u6JQeHsnLA'",0,0,Echobox,2022-08-27 01:27:55+00:00,2343910962,republicagt,República.,2014-02-14 17:51:59+00:00,"Noticias, análisis, opinión y entretenimiento. Síguenos para la mejor cobertura republicana en Guatemala. info@republica.gt",62557,65,Guatemala,,,True,,null
1563337052216631296,b'@sucup_ingrid @andblg @MarMalaMarea @SilvanaCRiveros @Betttsabe @erikariza_ Pues te equivocas mi pap\xc3\xa1 tiene una emp\xe2\x80\xa6 https://t.co/JKQTb0ATKj',0,0,Twitter for iPhone,2022-08-27 01:26:13+00:00,34070221,Jo_F_Avila,Jo F Avila,2009-04-21 22:31:41+00:00,.... encontrando el mundo 🖕🏼,2198,445,Distrito Federal,,,True,,null
1563336747781885953,b'Vacuna contra el covid-19: Guatemala no considera quinta dosis para la poblaci\xc3\xb3n y tampoco tercera para ni\xc3\xb1os https://t.co/HyHe3ScRIm',0,0,Twitter Web App,2022-08-27 01:25:00+00:00,202797356,ciidh,CiiDH,2010-10-14 21:06:18+00:00,"Asociación Civil por la defensa y promoción de los DDHH, comprometida con la Democracia, el Estado de Derecho y la Lucha contra la Corrupción e Impunidad...",3136,1143,Guatemala,,,True,,null
1563336699262160897,b'#LNFG | Este domingo 28 de agosto \n\xf0\x9f\x91\xbf CSD Municipal vs Guastatoya \xf0\x9f\x90\xa5\n\xf0\x9f\x95\x92 15:00 Hora de Guatemala\n\xf0\x9f\x93\xba Canal 11 \n\xf0\x9f\x8f\x9f\xef\xb8\x8f Cobertu\xe2\x80\xa6 https://t.co/Z7cRKIWkt3',0,2,Twitter Web App,2022-08-27 01:24:49+00:00,1350901196073132032,CAVGuatemala,Camino Al Vestuario,2021-01-17 20:22:10+00:00,"La mejor información sobre los equipos nacionales, las ligas más seguidas en el mundo. Bienvenidos al único vestuario de los aficionados al fútbol.",665,16,Guatemala,,,True,,null
1563336461424152579,"b'[TRAD] 220826\n\nRoha, buenas noches \xf0\x9f\x8c\x99\xf0\x9f\x9b\x8f\xef\xb8\x8f\xf0\x9f\x92\x9c\n\neng: binnienator https://t.co/CaMr83KugO'",0,1,Twitter for Android,2022-08-27 01:23:52+00:00,1072627321172037633,ASTRO_Guatemala,ASTRO 아스트로 Guatemala 🌌,2018-12-11 23:00:56+00:00,"Fanbase guatemalteca dedicada a @offclASTRO💜 
Actualizaciones, traducciones, información, tutoriales y más #ASTRO #아스트로 #AROHA #아로하",1404,117,GUATEMALA🇬🇹,,,False,,null
1563336272843706368,"b'#PGN Baja Verapaz rescat\xc3\xb3 NNA, con el apoyo de @PNCdeGuatemala, por vulneraci\xc3\xb3n a sus derechos. Comprometidos con G\xe2\x80\xa6 https://t.co/0JSC7GOtBj'",0,0,Twitter Web App,2022-08-27 01:23:07+00:00,602908860,PGNguatemala,PGN Guatemala,2012-06-08 15:06:06+00:00,"La Procuraduría General de la Nación representa legalmente al Estado de Guatemala, brindándole asesoría y consultoría.",96319,353,Guatemala,,,True,,null
1563336259275464706,b'@Albertoplouvier @MasFarandulaOf Ajajaj me imagino que el mill\xc3\xb3n de reproducciones es por eso ah y la #1 en la mayo\xe2\x80\xa6 https://t.co/HliyEMlkBO',0,0,Twitter for iPhone,2022-08-27 01:23:04+00:00,175519392,Arielespinoza93,Jos Ariel Espinoza,2010-08-06 20:55:57+00:00,Narcicista 😌,373,340,"San pedro sula, Honduras ",,,True,,null
1563336131852537856,"b'Sal\xc3\xad de guatemala para irme a guatepeor, jajajaja\nPinche burro pendejo.'",0,0,Twitter for Android,2022-08-27 01:22:33+00:00,3515286557,EnsomKrake,Yuu Otosaka,2015-09-01 18:47:36+00:00,"Nacemos solos, vivimos solos, morimos solos. Únicamente a través del amor y la amistad podemos crear la ilusión momentánea de que no estamos solos.",159,269,"Minatitlan, veracruz.",,,False,,null
1563336105008984064,b'Toldos Publicitarios. Elaboracion de Toldos publicitarios \nElaborados ala medida \npodemos incluir tu logo\nOtros - V\xe2\x80\xa6 https://t.co/bjxu77FL0K',0,2,gt.TuAvisoClasificado.com,2022-08-27 01:22:27+00:00,3129459442,TuAvisoClasifGT,TuAvisoClasificadoGT,2015-03-30 16:52:17+00:00,"Servicio gratuito de anuncios y avisos clasificados de cualquier tipo.
Publica gratis en https://t.co/sIXu0bAAtQ compra y venta, servicios y más.",342,383,Guatemala,,,False,,null
1563335882358198272,"b'@TGWdigital Guatemala no es el mejor lugar ni para visitar, ni para vivir, ni para convivir.. solo que seas corrupt\xe2\x80\xa6 https://t.co/CgxKu77fBB'",0,0,Twitter for Android,2022-08-27 01:21:34+00:00,109773594,Mannu777,Mannu,2010-01-30 06:05:52+00:00,✝️Jesús / Fly✈️🛫  / swimmimg🏊 / 🤓📒 Public Accountant / 📝Master in Tax//❤️🥇🏆⚽Rojos del Municipal/ vintage toy collector🚐/  quarantine 😷,134,1031,Guate.....,,,True,,null
1563335651483070464,b'El sue\xc3\xb1o de Sim\xc3\xb3n Bol\xc3\xadvar era una Am\xc3\xa9rica unificada para que el mismo la gobernara sin reconocer independencia de E\xe2\x80\xa6 https://t.co/xJ0TKZvQDJ',0,0,Twitter for Android,2022-08-27 01:20:39+00:00,271441619,joguma3,Jorge Guadarrama,2011-03-24 14:27:08+00:00,,8,56,México,,,False,,null
1563335617064636417,"b'Name Kew accepted, Family: Araceae, native to: Colombia, Costa Rica, Guatemala, Honduras, Mexico Southeast, Nicarag\xe2\x80\xa6 https://t.co/CutEau1q41'",0,0,Twitter Web App,2022-08-27 01:20:31+00:00,706490572752687105,rosebyanyother7,ktani mara,2016-03-06 14:44:13+00:00,"#KindnessMatters A rose by any other name ... Shakespeare A scammer by any name dangerous! My 2 accounts: this one, and @ktanimara Rose by Josch13 at Pixabay",10388,9838,Canada,,,True,,null
1563335516317134848,"b'[\xf0\x9f\x97\x9e\xef\xb8\x8fINFO - 220826]\n\n#Moonbin &amp; #Sanha actuar\xc3\xa1n en el ""2022 K-pop Idol Festival"" en Songdo el d\xc3\xada 17 de septiembre a\xe2\x80\xa6 https://t.co/RQAjc30RGk'",1,2,Twitter for Android,2022-08-27 01:20:07+00:00,1072627321172037633,ASTRO_Guatemala,ASTRO 아스트로 Guatemala 🌌,2018-12-11 23:00:56+00:00,"Fanbase guatemalteca dedicada a @offclASTRO💜 
Actualizaciones, traducciones, información, tutoriales y más #ASTRO #아스트로 #AROHA #아로하",1404,117,GUATEMALA🇬🇹,,,False,,null
1563335384389791744,b'@ElInformadorVE Salimos de Guatemala para regresar a Guatepeor. Los que n\xc3\xbanca vemos a linda somos los triple pendej\xe2\x80\xa6 https://t.co/V97BMMI3yb',0,0,Twitter for Android,2022-08-27 01:19:35+00:00,37371126,JJBartolomeo,JJ Bartolomeo,2009-05-03 05:21:21+00:00,"Sibarita, buen diente y opinólogo. Estoy hecho de teflón. Ariano rajao. 
Miembro de La Radio es Mia, Somos Radio  y Artistas por la Vida. Radioaficionado.",2244,2217,Venezuela,,,False,,null
1563335144802746370,b'La #MarcaPa\xc3\xadsGT dar\xc3\xa1 a conocer al mundo las virtudes de nuestra Guatemala #AsombrosaEImparable y la posicionar\xc3\xa1 com\xe2\x80\xa6 https://t.co/uBZgfMnDwB',0,0,Twitter for iPhone,2022-08-27 01:18:38+00:00,145724847,TGWdigital,Radio TGW,2010-05-19 18:24:02+00:00,"Un medio digital y estación radial, de referencia histórica, con sentido social y multicultural. 107.3FM, ¡La voz de Guatemala! #SomosGuate #SomosTGW",66307,499,Guatemala,,,True,,null
1563334969032060930,"b'Increiblemente el @MPguatemala, ente investigador y persecuci\xc3\xb3n penal, convertido en ente de delicuentes, al servic\xe2\x80\xa6 https://t.co/TVN71VHnR6'",1,1,Twitter for Android,2022-08-27 01:17:56+00:00,4717316424,tayundoagriexpo,@TayundoGarcia⚠️,2016-01-06 07:22:09+00:00,"NO SOY atleta, politico, analista, wizache, periodista, academico, pandereto, cucurucho, SOY PERSONA, puro Zacapapulteco. Anticorrupcion¡ Art 35CPRG🇬🇹",1370,2165,Guatemala,,,True,,null
1563334528705241088,"b'@jorge2503 Ellos pueden tener todo eso, pero en Guatemala tenemos a Jesucristo y si Dios est\xc3\xa1 con nosotros: \xc2\xbfQui\xc3\xa9n\xe2\x80\xa6 https://t.co/3WfGidUOB8'",0,0,Twitter Web App,2022-08-27 01:16:11+00:00,725001846801227776,L150467150467,Luis Díaz,2016-04-26 16:41:24+00:00,"Jesús le dijo: Yo soy el camino, y la verdad, y la vida; nadie viene al Padre, sino por mí.",448,825,Guatemala,,,False,,null
1563334503455916040,"b'3/3 Durante su intervenci\xc3\xb3n,  la Magistrada Presidenta manifest\xc3\xb3 que el Convenio permitir\xc3\xa1 desarrollar cursos, tall\xe2\x80\xa6 https://t.co/yL0AYYyNNf'",1,2,Twitter for Android,2022-08-27 01:16:05+00:00,783345301256073216,CC_Guatemala,CC Guatemala,2016-10-04 16:37:28+00:00,Cuenta oficial de la Corte de Constitucionalidad de la República de Guatemala - Tribunal permanente para la defensa del orden constitucional.,95392,31,Guatemala,,,True,,null
1563334493578338304,"b'2/3 Tambi\xc3\xa9n participaron los Magistrados H\xc3\xa9ctor Hugo P\xc3\xa9rez Aguilera, Luis Alfonso Rosales Marroqu\xc3\xadn,  Claudia Eliza\xe2\x80\xa6 https://t.co/sA2r4lMg5p'",0,2,Twitter for Android,2022-08-27 01:16:03+00:00,783345301256073216,CC_Guatemala,CC Guatemala,2016-10-04 16:37:28+00:00,Cuenta oficial de la Corte de Constitucionalidad de la República de Guatemala - Tribunal permanente para la defensa del orden constitucional.,95392,31,Guatemala,,,True,,null
1563334483100676097,"b'1/3 La Magistrada Presidenta de la Corte de Constitucionalidad, Dina Josefina Ochoa Escrib\xc3\xa1,  particip\xc3\xb3 en el acto\xe2\x80\xa6 https://t.co/uKVXpPifik'",1,7,Twitter for Android,2022-08-27 01:16:00+00:00,783345301256073216,CC_Guatemala,CC Guatemala,2016-10-04 16:37:28+00:00,Cuenta oficial de la Corte de Constitucionalidad de la República de Guatemala - Tribunal permanente para la defensa del orden constitucional.,95392,31,Guatemala,,,True,,null
1563334292134330368,"b'Debido a un derrumbe de grandes proporciones en el Libramiento de Chimaltenango, las autoridades acodaron cerrar pa\xe2\x80\xa6 https://t.co/8lS8OK5ZZf'",1,5,Echobox,2022-08-27 01:15:15+00:00,38687143,prensa_libre,Prensa Libre,2009-05-08 15:38:38+00:00,"Somos el diario líder de Guatemala.
Coronavirus: https://t.co/j81nqkbkau
Suscríbase: https://t.co/MnaC5DpclY
Únase a Telegram: https://t.co/B5dYceZFU4…",1504495,53,Guatemala,,,True,,null
1563334162601644032,b'Coldplay a\xc3\xban no dice nada sobre venir a Guatemala pero si sobre sus videos en 4K \xf0\x9f\xa5\xb2\xf0\x9f\xa5\xba https://t.co/XjGdbF0152',0,1,Twitter for Android,2022-08-27 01:14:44+00:00,3037083134,JavierAnaya_95,Javier Anaya,2015-02-23 00:15:14+00:00,I just love music 🌹💿🇸🇻,78,190,"San Salvador, EL SALVADOR",,,True,,"San Salvador, El Salvador"
1563334126450937864,b'#CSDMunicipal \xf0\x9f\x91\xbf: Los rojos vendr\xc3\xadan ma\xc3\xb1ana a Guatemala aproximadamente a las 11:00 AM. Hoy el CSD Municipal hizo su\xe2\x80\xa6 https://t.co/NquimwMvUG',0,2,Twitter Web App,2022-08-27 01:14:35+00:00,1350901196073132032,CAVGuatemala,Camino Al Vestuario,2021-01-17 20:22:10+00:00,"La mejor información sobre los equipos nacionales, las ligas más seguidas en el mundo. Bienvenidos al único vestuario de los aficionados al fútbol.",665,16,Guatemala,,,True,,null
1563333630293790721,b'Guatemala tiene 2 mil 27 nuevos casos de covid-19 y 20 fallecidos m\xc3\xa1s https://t.co/SgBYcX6Xnx',0,0,Twitter Web App,2022-08-27 01:12:37+00:00,202797356,ciidh,CiiDH,2010-10-14 21:06:18+00:00,"Asociación Civil por la defensa y promoción de los DDHH, comprometida con la Democracia, el Estado de Derecho y la Lucha contra la Corrupción e Impunidad...",3136,1143,Guatemala,,,True,,null
1563332966071533568,"b'#Guatemala uno de los casos mas emblem\xc3\xa1ticos y vergonzosos en donde se utiliza la ""ley"" como mecanismo de persecuci\xe2\x80\xa6 https://t.co/Robe9ea8nR'",0,0,Twitter for Android,2022-08-27 01:09:59+00:00,4717316424,tayundoagriexpo,@TayundoGarcia⚠️,2016-01-06 07:22:09+00:00,"NO SOY atleta, politico, analista, wizache, periodista, academico, pandereto, cucurucho, SOY PERSONA, puro Zacapapulteco. Anticorrupcion¡ Art 35CPRG🇬🇹",1370,2165,Guatemala,,,True,,null
1563332571764629504,b'@LuisvonAhn @lahoragt La Hora es enemiga de la corrupci\xc3\xb3n? Al contrario. Apoya a criminales. @StateDept lidera un a\xe2\x80\xa6 https://t.co/9eeJ1iIZV8',0,0,Twitter for iPhone,2022-08-27 01:08:25+00:00,1223004296,shecht6,Steve Hecht,2013-02-26 21:31:14+00:00,"Businessman, writer, editor at large @ObserveImpunity, film producer",1854,419,Guatemala,,,True,,null
1563332555327574017,b'Comit\xc3\xa9 Ol\xc3\xadmpico Internacional decidir\xc3\xa1 situaci\xc3\xb3n del deporte de Guatemala en septiembre https://t.co/mjFRoqz0IV a trav\xc3\xa9s de @lahoragt',0,1,Twitter Web App,2022-08-27 01:08:21+00:00,202797356,ciidh,CiiDH,2010-10-14 21:06:18+00:00,"Asociación Civil por la defensa y promoción de los DDHH, comprometida con la Democracia, el Estado de Derecho y la Lucha contra la Corrupción e Impunidad...",3136,1143,Guatemala,,,True,,null
1563332493729640452,b'Guatemala: Queman vivos a tres supuestos secuestradores y asesinos de un ni\xc3\xb1o de 11 a\xc3\xb1os https://t.co/POXRtnvRkB \xf0\x9f\x94\xb5',0,0,Agencia NDS,2022-08-27 01:08:06+00:00,1458507138,agenciaNDS,Agencia NDS,2013-05-26 02:17:15+00:00,Agencia de Noticias Norte del Sur - Alianza de medios.,325604,439,Cartagena de Indias,,,True,,null
1563332019723325440,"b'@Alam_Avalos @2010MisterChip @aspas10 Pendejo vos,  que te incumbe Luis Enrique y la selecci\xc3\xb3n espa\xc3\xb1ola. Ub\xc3\xadcate pr\xe2\x80\xa6 https://t.co/t1Z6sP0YE1'",0,0,Twitter for iPhone,2022-08-27 01:06:13+00:00,206949747,guate_capo,DEPV,2010-10-24 04:01:07+00:00,,14,92,Guatemala,,,True,,null
1563331548711354370,b'Imperdible \xf0\x9f\x91\x87 \nPara ver a nuestro @ALANMAGNETO \xf0\x9f\xa5\x99\xf0\x9f\xa5\x97\xf0\x9f\xa5\xa3\xf0\x9f\xab\x95\xf0\x9f\x8d\xb2\xf0\x9f\xa5\x98\xf0\x9f\x8d\x9c\xf0\x9f\xa7\x82\n#TeamAlanIbarra \xf0\x9f\x92\x96\xf0\x9f\x92\x96 https://t.co/5tD1kEs1DP',0,0,Twitter for Android,2022-08-27 01:04:21+00:00,733673839201157120,FCMyM_Guatemala,FCMyM_GUATEMALA,2016-05-20 15:00:49+00:00,Sede OFICIAL en Guatemala  @MagnetoMercurio Uniendo corazones que laten por su música mymguatemala@gmail.com,442,110,Guatemala,,,False,,null
1563331539261616129,"b'\xf0\x9f\x94\xa5 Sebasti\xc3\xa1n Bini: tengo 2 ofertas en Guatemala y una en un pa\xc3\xads sudamericano""'",1,0,Twitter for Android,2022-08-27 01:04:18+00:00,1156446480036716549,MRDElSalvador,Mi Radio Deportiva El Salvador,2019-07-31 06:08:21+00:00,Mi Radio Deportiva El Salvador es La Radio Oficial de la Segunda y Tercera división del Fútbol Salvadoreño.,98,93,San Salvador,,,True,,null
1563331441265545218,b'La #MarcaPa\xc3\xadsGT dar\xc3\xa1 a conocer al mundo las virtudes de nuestra Guatemala #AsombrosaEImparable y la posicionar\xc3\xa1 com\xe2\x80\xa6 https://t.co/29zmo0nb4b',2,3,Twitter Web App,2022-08-27 01:03:55+00:00,495102115,GuatemalaGob,Gobierno Guatemala,2012-02-17 16:08:31+00:00,Noticias e información del Gobierno de Guatemala,383765,187,Guatemala,,,False,,null
1563331310751731712,"b'@julioserrano Resulta que para poder ""sacar"" obras de arte de Guatemala hay que ""exportarlas"" y bueno c\xc3\xb3mo llevo ya\xe2\x80\xa6 https://t.co/yHCKxNmiWF'",3,7,Twitter for iPhone,2022-08-27 01:03:24+00:00,271214880,SandPMJ,SM,2011-03-24 02:30:37+00:00,Artista visual y diseñadora.,1379,1372,Guatemala,,,True,,null
1563330933658624001,b'#LNFG \xf0\x9f\x87\xac\xf0\x9f\x87\xb9 | Ma\xc3\xb1ana el l\xc3\xadder recibe al campe\xc3\xb3n \n\xf0\x9f\xa4\xb4 Cob\xc3\xa1n Imperial vs Comunicaciones FC \xf0\x9f\x91\xbb\n\xf0\x9f\x95\x9e 15:30 Hora de Guatemala\n\xf0\x9f\x93\xba T\xe2\x80\xa6 https://t.co/JTG9MTpusL',1,2,Twitter Web App,2022-08-27 01:01:54+00:00,1350901196073132032,CAVGuatemala,Camino Al Vestuario,2021-01-17 20:22:10+00:00,"La mejor información sobre los equipos nacionales, las ligas más seguidas en el mundo. Bienvenidos al único vestuario de los aficionados al fútbol.",665,16,Guatemala,,,True,,null
1563330918848159746,b'@Elemento_234 vete a la verga que fue con Guatemala',0,0,Twitter Web App,2022-08-27 01:01:50+00:00,1528059008480845825,sopa_1m12,sopa_ouo,2022-05-21 17:04:11+00:00,soy de Guatemala (sáquenme pls),7,38,guatemala,,,False,,null
1563330702233309186,"b'Hoy Guatemala necesita h\xc3\xa9roes. J\xc3\xb3venes, ha llegado su tiempo, alcen su voz, tomen acci\xc3\xb3n y hagamos grande Guatemala\xe2\x80\xa6 https://t.co/yslZv1gJyp'",0,1,Twitter for iPhone,2022-08-27 01:00:59+00:00,827602476014649344,robertoarzugg,Roberto Arzú,2017-02-03 19:39:41+00:00,"EMPRESARIO
EMPRENDEDOR
CONCIENCIA SOCIAL
AMOR POR GUATEMALA
#SISEPUEDE #HAGAMOSGRANDEGUATE",9510,1697,Guatemala,,,True,,null
1563330496418852864,"b'Disfrut\xc3\xa1 los partidos de la cuarta jornada de #LaPremierEnParamount, incluido en #ClaroVideo este fin de semana. \xe2\x9a\xbd\xef\xb8\x8f\xe2\x80\xa6 https://t.co/BgV8rgbvLH'",0,1,Gain Platform,2022-08-27 01:00:10+00:00,107138909,claroguatemala,Claro Guatemala,2010-01-21 17:19:43+00:00,Una alta gama de celulares y una excelente cobertura son parte de Claro. Bienvenido al Twitter oficial de Claro Guatemala,353529,15137,Guatemala,,,True,,null
1563330457168666624,"b'En el marco del D\xc3\xada Internacional del Actor, le invitamos a conocer a Pablo Iriarte, quien durante 23 a\xc3\xb1os ha inter\xe2\x80\xa6 https://t.co/cpM8q5PxAZ'",0,1,TweetDeck,2022-08-27 01:00:00+00:00,260318585,DiariodeCA,Diario de Centro América,2011-03-03 17:01:11+00:00,"Versión digital del Diario de Centro América, diario oficial del Estado de Guatemala y decano de la prensa del Istmo, fundado en 1880.",80146,775,GUATEMALA,,,True,,null
1563330093975359488,"b'#\xc3\x9altimas |  Estela dej\xc3\xb3 #Guatemala a los 17 a\xc3\xb1os de edad. Ahora tiene 36 a\xc3\xb1os de edad, es abogada y madre de dos hi\xe2\x80\xa6 https://t.co/3gRTcMxCr8'",1,7,Twitter Web App,2022-08-27 00:58:34+00:00,3087410276,PdPagina,Pie de Página,2015-03-16 00:49:23+00:00,"Periodismo/ Migración más allá de las vías/ Crónicas y reportajes / #Méxicoleaks #EnelCamino  
redaccionpiedepagina@gmail.com",63674,1027,México,,,True,,null
1563329357115863040,"b'Guatemala por fin hacemos algo bien, selenators gt d\xc3\xb3nde estan https://t.co/WtLFGEja87'",0,2,Twitter for Android,2022-08-27 00:55:38+00:00,887125102986498052,yourivysghost,valeria🍂💫✨,2017-07-18 01:41:21+00:00,"☀️taylor & 🌙selena ♡
🌈she/her.",864,1242,Guatemala,,,False,,null
1563329289202073601,b'El es  Fernando @f_aragon10 nuestros nuevos coordinadores jr. Es un estudiante de ingenier\xc3\xada electr\xc3\xb3nica en la Univ\xe2\x80\xa6 https://t.co/yFHFRCGML7',1,1,Twitter for Android,2022-08-27 00:55:22+00:00,770077187827462144,EsLibertadGT,EsLibertad Guatemala,2016-08-29 01:54:43+00:00,"Nuestra misión es educar, desarrollar y empoderar a la próxima generación de líderes por la libertad.
Aplica al Programa de Coordinadores Locales en este Link",285,58,Guatemala,,,True,,null
1563329080413814786,"b'#TurismoAGN | La presentaci\xc3\xb3n se realiz\xc3\xb3 durante el IBTM Am\xc3\xa9ricas 2022, en el marco del lanzamiento de Marca Pa\xc3\xads G\xe2\x80\xa6 https://t.co/eBQm91zKw2'",0,1,Twitter Web App,2022-08-27 00:54:32+00:00,235332308,AGN_noticias,AGN,2011-01-07 22:54:41+00:00,La Agencia Guatemalteca de Noticias es un espacio noticioso que ofrece información pública de forma inmediata y completa.,60233,337,Guatemala,,,False,,null
